round,global_best_fitness,elapsed_time
0,1098.0,0.04399299621582031
1,1098.0,0.07597184181213379
2,1098.0,0.10194945335388184
3,1098.0,0.1293797492980957
4,1098.0,0.15859246253967285
5,1098.0,0.19032669067382812
6,1098.0,0.2142484188079834
7,1098.0,0.23931097984313965
8,1098.0,0.26199817657470703
9,1098.0,0.28792834281921387
10,1098.0,0.3126218318939209
11,1098.0,0.33899831771850586
12,1098.0,0.36744260787963867
13,1098.0,0.39052557945251465
14,1098.0,0.41671180725097656
15,1098.0,0.44205284118652344
16,1098.0,0.4676814079284668
17,1098.0,0.49044203758239746
18,1098.0,0.5145220756530762
19,1098.0,0.5454244613647461
20,1098.0,0.5728292465209961
21,1098.0,0.6007044315338135
22,1098.0,0.6388425827026367
23,1098.0,0.66733717918396
24,1098.0,0.6952154636383057
25,1098.0,0.7222933769226074
26,1098.0,0.7557451725006104
27,1098.0,0.7820978164672852
28,1098.0,0.8075735569000244
29,1098.0,0.8306481838226318
30,1098.0,0.8581361770629883
31,1098.0,0.8848288059234619
32,1098.0,0.9175493717193604
33,1098.0,0.9501774311065674
34,1098.0,0.984360933303833
35,1098.0,1.0161736011505127
36,1098.0,1.0438880920410156
37,1098.0,1.0686662197113037
38,1098.0,1.095790147781372
39,1098.0,1.122554063796997
40,1098.0,1.1505062580108643
41,1098.0,1.1837327480316162
42,1098.0,1.2093796730041504
43,1098.0,1.2306849956512451
44,1098.0,1.259294033050537
45,1098.0,1.2837533950805664
46,1098.0,1.3053617477416992
47,1098.0,1.3305113315582275
48,1098.0,1.3566431999206543
49,1098.0,1.3837306499481201
50,1098.0,1.4125630855560303
51,1098.0,1.4371190071105957
52,1098.0,1.4641528129577637
53,1098.0,1.4893298149108887
54,1098.0,1.5160596370697021
55,1098.0,1.540733814239502
56,1098.0,1.567650318145752
57,1098.0,1.5950393676757812
58,1098.0,1.618112564086914
59,1098.0,1.643387794494629
60,1098.0,1.6695082187652588
61,1098.0,1.6984608173370361
62,1098.0,1.7312438488006592
63,1098.0,1.7599217891693115
64,1098.0,1.7872958183288574
65,1098.0,1.815479040145874
66,1098.0,1.842756986618042
67,1098.0,1.8704304695129395
68,1098.0,1.8944892883300781
69,1098.0,1.925368070602417
70,1098.0,1.9539682865142822
71,1098.0,1.978947401046753
72,1098.0,2.0053188800811768
73,1098.0,2.035006284713745
74,1098.0,2.0642662048339844
75,1098.0,2.102142333984375
76,1098.0,2.1359920501708984
77,1098.0,2.161543846130371
78,1098.0,2.1833159923553467
79,1098.0,2.2098708152770996
80,1098.0,2.240285873413086
81,1098.0,2.267106533050537
82,1098.0,2.2944278717041016
83,1098.0,2.320053815841675
84,1098.0,2.345290184020996
85,1098.0,2.3711373805999756
86,1098.0,2.4089512825012207
87,1098.0,2.4395806789398193
88,1098.0,2.4650375843048096
89,1098.0,2.4908392429351807
90,1098.0,2.5178229808807373
91,1098.0,2.5423245429992676
92,1098.0,2.566711187362671
93,1098.0,2.591419219970703
94,1098.0,2.615708112716675
95,1098.0,2.6394431591033936
96,1098.0,2.663801431655884
97,1098.0,2.6937289237976074
98,1098.0,2.717353105545044
99,1098.0,2.7464473247528076
100,1098.0,2.7730798721313477
101,1098.0,2.8021833896636963
102,1098.0,2.8293964862823486
103,1098.0,2.8560996055603027
104,1098.0,2.878521680831909
105,1098.0,2.904454231262207
106,1098.0,2.93345308303833
107,1098.0,2.9581191539764404
108,1098.0,2.9851326942443848
109,1098.0,3.0094308853149414
110,1098.0,3.034193515777588
111,1098.0,3.0589587688446045
112,1098.0,3.0821268558502197
113,1098.0,3.1090474128723145
114,1098.0,3.1345136165618896
115,1098.0,3.1656224727630615
116,1098.0,3.1949431896209717
117,1098.0,3.2304601669311523
118,1098.0,3.2552883625030518
119,1098.0,3.2774436473846436
120,1098.0,3.301828622817993
121,1098.0,3.329313039779663
122,1098.0,3.3552162647247314
123,1098.0,3.376432180404663
124,1098.0,3.3994593620300293
125,1098.0,3.421607255935669
126,1098.0,3.446739912033081
127,1098.0,3.473574638366699
128,1098.0,3.501534938812256
129,1098.0,3.5251083374023438
130,1098.0,3.5481526851654053
131,1098.0,3.574814796447754
132,1098.0,3.6000752449035645
133,1098.0,3.6272308826446533
134,1098.0,3.650507926940918
135,1098.0,3.6719436645507812
136,1098.0,3.6983237266540527
137,1098.0,3.7254161834716797
138,1098.0,3.7517035007476807
139,1098.0,3.7817063331604004
140,1098.0,3.81108021736145
141,1098.0,3.8377931118011475
142,1098.0,3.8596363067626953
143,1098.0,3.888296365737915
144,1098.0,3.9149303436279297
145,1098.0,3.9407060146331787
146,1098.0,3.9686436653137207
147,1098.0,3.9997525215148926
148,1098.0,4.028110027313232
149,1098.0,4.048901796340942
150,1098.0,4.074981689453125
151,1098.0,4.100671052932739
152,1098.0,4.129387617111206
153,1098.0,4.159559965133667
154,1098.0,4.191455364227295
155,1098.0,4.2166969776153564
156,1098.0,4.243702173233032
157,1098.0,4.2809600830078125
158,1098.0,4.31301212310791
159,1098.0,4.3481738567352295
160,1098.0,4.376986503601074
161,1098.0,4.403902530670166
162,1098.0,4.431535482406616
163,1098.0,4.45349383354187
164,1098.0,4.480578184127808
165,1098.0,4.502331018447876
166,1098.0,4.528321027755737
167,1098.0,4.556531667709351
168,1098.0,4.583520174026489
169,1098.0,4.611320972442627
170,1098.0,4.637083053588867
171,1098.0,4.663246154785156
172,1098.0,4.693974018096924
173,1098.0,4.720048666000366
174,1098.0,4.744887590408325
175,1098.0,4.774901628494263
176,1098.0,4.80101752281189
177,1098.0,4.829407215118408
178,1098.0,4.856693983078003
179,1098.0,4.883539438247681
180,1098.0,4.908414125442505
181,1098.0,4.936314105987549
182,1098.0,4.967776536941528
183,1098.0,4.997439861297607
184,1098.0,5.023445129394531
185,1098.0,5.048167705535889
186,1098.0,5.076443195343018
187,1098.0,5.105038404464722
188,1098.0,5.132186651229858
189,1098.0,5.154797315597534
190,1098.0,5.232050180435181
191,1098.0,5.286845922470093
192,1098.0,5.3147194385528564
193,1098.0,5.342493772506714
194,1098.0,5.371081113815308
195,1098.0,5.4019691944122314
196,1098.0,5.430881023406982
197,1098.0,5.466996192932129
198,1098.0,5.51781439781189
199,1098.0,5.5418171882629395
200,1098.0,5.56807279586792
201,1098.0,5.592245817184448
202,1098.0,5.619588851928711
203,1098.0,5.64837384223938
204,1098.0,5.672946929931641
205,1098.0,5.697184801101685
206,1098.0,5.720900058746338
207,1098.0,5.746393918991089
208,1098.0,5.778632164001465
209,1098.0,5.804133892059326
210,1098.0,5.834451913833618
211,1098.0,5.858900785446167
212,1098.0,5.888553857803345
213,1098.0,5.914248943328857
214,1098.0,5.942303657531738
215,1098.0,5.970221519470215
216,1098.0,5.993948459625244
217,1098.0,6.0212461948394775
218,1098.0,6.051164627075195
219,1098.0,6.078687906265259
220,1098.0,6.101109981536865
221,1098.0,6.130022764205933
222,1098.0,6.156199932098389
223,1098.0,6.183613538742065
224,1098.0,6.211557626724243
225,1098.0,6.235785722732544
226,1098.0,6.259887933731079
227,1098.0,6.285546779632568
228,1098.0,6.309647560119629
229,1098.0,6.337997198104858
230,1098.0,6.364774465560913
231,1098.0,6.391964435577393
232,1098.0,6.413953542709351
233,1098.0,6.443758487701416
234,1098.0,6.471398830413818
235,1098.0,6.501041412353516
236,1098.0,6.532792806625366
237,1098.0,6.570138216018677
238,1098.0,6.598001956939697
239,1098.0,6.6221888065338135
240,1098.0,6.648519515991211
241,1098.0,6.6784093379974365
242,1098.0,6.703227281570435
243,1098.0,6.730263710021973
244,1098.0,6.759887218475342
245,1098.0,6.787663459777832
246,1098.0,6.815428018569946
247,1098.0,6.841874599456787
248,1098.0,6.9144182205200195
249,1098.0,6.938760757446289
250,1098.0,6.965635538101196
251,1098.0,6.995091199874878
252,1098.0,7.021843433380127
253,1098.0,7.053634405136108
254,1098.0,7.082176923751831
255,1098.0,7.110496282577515
256,1098.0,7.13838267326355
257,1098.0,7.16496467590332
258,1098.0,7.189764976501465
259,1098.0,7.218285083770752
260,1098.0,7.245304107666016
261,1098.0,7.273251056671143
262,1098.0,7.299765110015869
263,1098.0,7.321240186691284
264,1098.0,7.347679376602173
265,1098.0,7.375935792922974
266,1098.0,7.4018049240112305
267,1098.0,7.427464485168457
268,1098.0,7.454149007797241
269,1098.0,7.4820497035980225
270,1098.0,7.509723424911499
271,1098.0,7.536503791809082
272,1098.0,7.563311815261841
273,1098.0,7.590543508529663
274,1098.0,7.6223533153533936
275,1098.0,7.654557943344116
276,1098.0,7.683139085769653
277,1098.0,7.711239576339722
278,1098.0,7.738326549530029
279,1098.0,7.7686827182769775
280,1098.0,7.795826435089111
281,1098.0,7.820292949676514
282,1098.0,7.848235845565796
283,1098.0,7.872970819473267
284,1098.0,7.896124839782715
285,1098.0,7.923804759979248
286,1098.0,7.948511123657227
287,1098.0,7.975184679031372
288,1098.0,8.001503944396973
289,1098.0,8.021276235580444
290,1098.0,8.046436309814453
291,1098.0,8.070918321609497
292,1098.0,8.095158100128174
293,1098.0,8.120290040969849
294,1098.0,8.145563125610352
295,1098.0,8.172340869903564
296,1098.0,8.202055215835571
297,1098.0,8.234634160995483
298,1098.0,8.25926423072815
299,1098.0,8.282725811004639
