episode,total_reward,elapsed_time
0,-60,0.0
1,-73,0.0010101795196533203
2,-120,0.0025281906127929688
3,-51,0.003547191619873047
4,-73,0.004544973373413086
5,-51,0.005545616149902344
6,-56,0.005545616149902344
7,-51,0.007056236267089844
8,-74,0.008577823638916016
9,-51,0.009593725204467773
10,-57,0.010614395141601562
11,-51,0.01159048080444336
12,-55,0.01412343978881836
13,-58,0.01412343978881836
14,-57,0.015126228332519531
15,-64,0.01623392105102539
16,-87,0.0177462100982666
17,-58,0.019770383834838867
18,-63,0.020761489868164062
19,-88,0.02176380157470703
20,-124,0.022776126861572266
21,86,0.03082275390625
22,-53,0.03082275390625
23,-77,0.031824588775634766
24,-79,0.032820940017700195
25,-72,0.032820940017700195
26,-72,0.03435826301574707
27,-54,0.035373687744140625
28,90,0.0363774299621582
29,94,0.0363774299621582
30,-68,0.03914952278137207
31,-71,0.04016685485839844
32,-62,0.04119110107421875
33,-65,0.04119110107421875
34,-53,0.0421755313873291
35,-70,0.046190738677978516
36,-53,0.04759335517883301
37,41,0.04860973358154297
38,-60,0.049622297286987305
39,-57,0.05106186866760254
40,-55,0.052063703536987305
41,-79,0.05357241630554199
42,-55,0.054575443267822266
43,92,0.05559945106506348
44,-66,0.05659818649291992
45,-51,0.05659818649291992
46,-51,0.057599544525146484
47,-63,0.057599544525146484
48,79,0.05859827995300293
49,81,0.05859827995300293
50,-54,0.06012272834777832
51,-64,0.06012272834777832
52,-58,0.061133623123168945
53,-56,0.061133623123168945
54,-75,0.062461137771606445
55,-56,0.062461137771606445
56,80,0.06345415115356445
57,-70,0.06446123123168945
58,-53,0.06446123123168945
59,-64,0.06598377227783203
60,-92,0.06701374053955078
61,84,0.0679941177368164
62,94,0.06900215148925781
63,-51,0.0709981918334961
64,-68,0.07209324836730957
65,-51,0.07209324836730957
66,-60,0.07360315322875977
67,-53,0.07462263107299805
68,-65,0.0771636962890625
69,-57,0.07973432540893555
70,-63,0.08074355125427246
71,92,0.08285999298095703
72,-56,0.08487057685852051
73,74,0.08638167381286621
74,92,0.08904409408569336
75,89,0.09008049964904785
76,94,0.09105658531188965
77,-76,0.09234905242919922
78,83,0.09337592124938965
79,-72,0.0943593978881836
80,91,0.0943593978881836
81,-63,0.09537363052368164
82,-70,0.09636092185974121
83,-54,0.09737730026245117
84,-51,0.09737730026245117
85,86,0.09890103340148926
86,-63,0.09991717338562012
87,-56,0.1009218692779541
88,-53,0.10191035270690918
89,-54,0.1029348373413086
90,-59,0.10465145111083984
91,55,0.10619401931762695
92,-64,0.107208251953125
93,-63,0.10820555686950684
94,-58,0.10921883583068848
95,87,0.1102137565612793
96,92,0.1102137565612793
97,-66,0.11172747611999512
98,-73,0.11275768280029297
99,-62,0.1137387752532959
100,96,0.11481809616088867
101,-58,0.11583685874938965
102,-56,0.11836624145507812
103,-60,0.12091302871704102
104,-51,0.12192368507385254
105,85,0.12292790412902832
106,-53,0.12292790412902832
107,-51,0.12443733215332031
108,-60,0.12544989585876465
109,81,0.12544989585876465
110,87,0.12646150588989258
111,-71,0.12746214866638184
112,-68,0.12746214866638184
113,-70,0.1284620761871338
114,-53,0.12946772575378418
115,92,0.1306605339050293
116,-55,0.13166141510009766
117,91,0.1326453685760498
118,91,0.1326453685760498
119,94,0.1341550350189209
120,-60,0.1346607208251953
121,-53,0.1351771354675293
122,96,0.1356968879699707
123,-51,0.13670611381530762
124,96,0.13670611381530762
125,72,0.13786578178405762
126,94,0.13887691497802734
127,96,0.13939237594604492
128,94,0.13989830017089844
129,-60,0.13989830017089844
130,-51,0.14144349098205566
131,96,0.14144349098205566
132,-51,0.14296603202819824
133,-51,0.14399194717407227
134,-51,0.14399194717407227
135,-53,0.14550256729125977
136,94,0.14652228355407715
137,90,0.14751672744750977
138,94,0.14851641654968262
139,94,0.1495211124420166
140,-51,0.15051579475402832
141,-53,0.15051579475402832
142,-53,0.15051579475402832
143,87,0.15204215049743652
144,88,0.15306997299194336
145,-62,0.15306997299194336
146,-53,0.1540679931640625
147,85,0.15505361557006836
148,-61,0.1560518741607666
149,96,0.1560518741607666
150,96,0.15714168548583984
151,94,0.15815520286560059
152,91,0.15815520286560059
153,94,0.15945005416870117
154,96,0.1604623794555664
155,96,0.16144943237304688
156,-56,0.16244721412658691
157,96,0.16244721412658691
158,91,0.16346240043640137
159,89,0.16444683074951172
160,96,0.16444683074951172
161,96,0.16546201705932617
162,-55,0.16546201705932617
163,96,0.16697049140930176
164,-61,0.16849374771118164
165,96,0.16849374771118164
166,84,0.17017698287963867
167,92,0.1711866855621338
168,96,0.1711866855621338
169,96,0.17229771614074707
170,-62,0.17229771614074707
171,96,0.17332029342651367
172,87,0.17432260513305664
173,-54,0.1753082275390625
174,-53,0.1753082275390625
175,-51,0.17631244659423828
176,-54,0.17631244659423828
177,96,0.1778266429901123
178,-55,0.17885160446166992
179,87,0.17985057830810547
180,-60,0.18183636665344238
181,96,0.18183636665344238
182,-54,0.18285226821899414
183,81,0.1838536262512207
184,79,0.18444156646728516
185,-51,0.18444156646728516
186,96,0.18544983863830566
187,90,0.18544983863830566
188,-58,0.18696260452270508
189,89,0.18696260452270508
190,-53,0.18822598457336426
191,91,0.18923711776733398
192,-51,0.18923711776733398
193,94,0.19055628776550293
194,96,0.1914961338043213
195,-64,0.19248270988464355
196,-53,0.19347882270812988
197,-60,0.19447827339172363
198,-56,0.19648265838623047
199,96,0.1975080966949463
200,87,0.19901752471923828
201,96,0.20003151893615723
202,92,0.20104360580444336
203,96,0.20104360580444336
204,87,0.2020413875579834
205,92,0.20304298400878906
206,96,0.20505666732788086
207,86,0.2060849666595459
208,92,0.20705676078796387
209,-51,0.20807623863220215
210,96,0.20861268043518066
211,-54,0.21065020561218262
212,-58,0.21065020561218262
213,-53,0.21163058280944824
214,-55,0.21263384819030762
215,96,0.21463346481323242
216,96,0.21574997901916504
217,-54,0.21574997901916504
218,91,0.21726322174072266
219,96,0.21878433227539062
220,-56,0.2202918529510498
221,92,0.22132110595703125
222,94,0.2223067283630371
223,94,0.22330689430236816
224,96,0.22530698776245117
225,-56,0.22630763053894043
226,94,0.2283027172088623
227,94,0.22930479049682617
228,-55,0.22930479049682617
229,96,0.22930479049682617
230,-58,0.2308187484741211
231,94,0.23184514045715332
232,-54,0.2328324317932129
233,96,0.2328324317932129
234,96,0.23384571075439453
235,91,0.23482966423034668
236,-51,0.23482966423034668
237,-55,0.23584461212158203
238,96,0.23584461212158203
239,96,0.23736929893493652
240,-51,0.23838448524475098
241,-51,0.23838448524475098
242,96,0.23957490921020508
243,92,0.24057531356811523
244,96,0.2415773868560791
245,-51,0.24384593963623047
246,96,0.24484920501708984
247,-51,0.24686908721923828
248,94,0.24785065650939941
249,94,0.2491452693939209
250,-54,0.2501554489135742
251,92,0.2511415481567383
252,-55,0.2511415481567383
253,96,0.25215983390808105
254,96,0.2542562484741211
255,85,0.25577640533447266
256,96,0.256807804107666
257,96,0.25934910774230957
258,-56,0.2603414058685303
259,-51,0.26135873794555664
260,-56,0.26135873794555664
261,96,0.26135873794555664
262,92,0.26288318634033203
263,-51,0.26389551162719727
264,96,0.26389551162719727
265,92,0.2649085521697998
266,96,0.26590752601623535
267,96,0.26590752601623535
268,-53,0.2669079303741455
269,-53,0.2684180736541748
270,96,0.2694272994995117
271,96,0.27042603492736816
272,94,0.27142930030822754
273,-54,0.2724268436431885
274,96,0.27344369888305664
275,-53,0.27344369888305664
276,-56,0.27468323707580566
277,-62,0.2756779193878174
278,-53,0.2766866683959961
279,94,0.27843308448791504
280,96,0.2800605297088623
281,89,0.2800605297088623
282,-54,0.2841029167175293
283,96,0.28662991523742676
284,96,0.28917884826660156
285,94,0.29075002670288086
286,89,0.2927520275115967
287,96,0.29474973678588867
288,94,0.2970576286315918
289,96,0.29805445671081543
290,-51,0.2990531921386719
291,96,0.3000526428222656
292,91,0.30106329917907715
293,94,0.30106329917907715
294,-54,0.3020639419555664
295,92,0.3030667304992676
296,96,0.30358266830444336
297,96,0.30458664894104004
298,94,0.30458664894104004
299,96,0.3056004047393799
