episode,total_reward,elapsed_time
0,-53,0.0013303756713867188
1,-64,0.0013303756713867188
2,-108,0.002832651138305664
3,-79,0.0033385753631591797
4,-57,0.0033385753631591797
5,-78,0.004370927810668945
6,-52,0.005551815032958984
7,-61,0.005551815032958984
8,-70,0.007143735885620117
9,-130,0.008332014083862305
10,-58,0.008332014083862305
11,-57,0.008332014083862305
12,-93,0.010288238525390625
13,-67,0.010288238525390625
14,-54,0.011299610137939453
15,-69,0.011299610137939453
16,-87,0.012296915054321289
17,-61,0.012296915054321289
18,-89,0.013298273086547852
19,-81,0.013298273086547852
20,-64,0.020242691040039062
21,-69,0.02124762535095215
22,-121,0.02124762535095215
23,-90,0.023467302322387695
24,-61,0.023467302322387695
25,-66,0.02447819709777832
26,-68,0.02447819709777832
27,-61,0.02547740936279297
28,-65,0.026477813720703125
29,-61,0.02747821807861328
30,69,0.028476476669311523
31,-73,0.03047633171081543
32,-61,0.03300786018371582
33,-52,0.03401899337768555
34,-63,0.0350189208984375
35,-61,0.036016225814819336
36,-57,0.03854513168334961
37,-78,0.03954291343688965
38,-66,0.040543556213378906
39,-52,0.04154515266418457
40,-107,0.043668508529663086
41,-75,0.043668508529663086
42,-67,0.043668508529663086
43,-53,0.04517483711242676
44,-52,0.04517483711242676
45,63,0.04618096351623535
46,-58,0.04718446731567383
47,-118,0.04718446731567383
48,76,0.04869341850280762
49,-71,0.04869341850280762
50,-64,0.05020308494567871
51,-52,0.05020308494567871
52,-52,0.052215576171875
53,-52,0.05321455001831055
54,-62,0.05473685264587402
55,-78,0.05878496170043945
56,-62,0.06131315231323242
57,74,0.06385111808776855
58,79,0.06500244140625
59,-57,0.06702160835266113
60,-59,0.06801939010620117
61,-54,0.06901240348815918
62,59,0.07001376152038574
63,58,0.07101154327392578
64,-80,0.07301044464111328
65,76,0.07451701164245605
66,-67,0.07552671432495117
67,-62,0.07653474807739258
68,80,0.07853150367736816
69,-54,0.08508133888244629
70,90,0.0881052017211914
71,68,0.08978009223937988
72,-58,0.08978009223937988
73,75,0.09135985374450684
74,92,0.09135985374450684
75,82,0.09286808967590332
76,-89,0.09286808967590332
77,-79,0.09387803077697754
78,86,0.09505414962768555
79,-65,0.09556460380554199
80,-57,0.09556460380554199
81,-57,0.09657549858093262
82,-57,0.09657549858093262
83,-60,0.09757518768310547
84,-52,0.09757518768310547
85,-67,0.09876370429992676
86,82,0.1007697582244873
87,-54,0.1007697582244873
88,48,0.10279321670532227
89,88,0.10480642318725586
90,77,0.10631752014160156
91,68,0.1139669418334961
92,73,0.11496496200561523
93,88,0.11973309516906738
94,-54,0.1232461929321289
95,94,0.12511539459228516
96,-59,0.12663531303405762
97,88,0.12819838523864746
98,-54,0.1292273998260498
99,-59,0.13134431838989258
100,92,0.13441085815429688
101,-73,0.1354351043701172
102,90,0.13744401931762695
103,85,0.13744401931762695
104,-71,0.13847017288208008
105,85,0.13977313041687012
106,88,0.14078283309936523
107,-56,0.14078283309936523
108,79,0.14177966117858887
109,-68,0.14278173446655273
110,80,0.14278173446655273
111,-57,0.1437838077545166
112,-67,0.1457841396331787
113,72,0.14678478240966797
114,-58,0.14778661727905273
115,92,0.14778661727905273
116,-53,0.14930987358093262
117,92,0.15106558799743652
118,-59,0.15307879447937012
119,-59,0.16151642799377441
120,84,0.1660606861114502
121,-52,0.16908860206604004
122,92,0.17265558242797852
123,87,0.17364907264709473
124,-77,0.17515110969543457
125,-61,0.17667841911315918
126,78,0.17769360542297363
127,-57,0.1796894073486328
128,80,0.18476057052612305
129,87,0.18865132331848145
130,82,0.1908552646636963
131,-54,0.19197893142700195
132,92,0.1930840015411377
133,80,0.19460248947143555
134,92,0.23074603080749512
135,92,0.2342824935913086
136,90,0.23681330680847168
137,94,0.2388296127319336
138,-61,0.24135732650756836
139,82,0.24394917488098145
140,77,0.24649786949157715
141,90,0.2485194206237793
142,92,0.25051116943359375
143,88,0.25252842903137207
144,-65,0.2536301612854004
145,90,0.2560386657714844
146,88,0.2570621967315674
147,94,0.25805044174194336
148,90,0.2590503692626953
149,86,0.2607841491699219
150,-61,0.26183104515075684
151,82,0.26279568672180176
152,90,0.26380157470703125
153,94,0.26531147956848145
154,-59,0.266829252243042
155,83,0.26784467697143555
156,82,0.26886820793151855
157,65,0.272258996963501
158,86,0.2732703685760498
159,-57,0.2732703685760498
160,88,0.2743382453918457
161,90,0.2752687931060791
162,88,0.2752687931060791
163,94,0.27626800537109375
164,86,0.27626800537109375
165,92,0.2772679328918457
166,85,0.2772679328918457
167,88,0.2784292697906494
168,-66,0.2784292697906494
169,92,0.2804417610168457
170,94,0.28243494033813477
171,67,0.28443193435668945
172,92,0.28443193435668945
173,74,0.2864367961883545
174,-52,0.2889747619628906
175,90,0.2918088436126709
176,88,0.2963700294494629
177,88,0.29835939407348633
178,94,0.29987621307373047
179,90,0.3008880615234375
180,92,0.30354809761047363
181,83,0.30756616592407227
182,92,0.31249523162841797
183,87,0.31449270248413086
184,92,0.31449270248413086
185,92,0.31586217880249023
186,-67,0.31586217880249023
187,90,0.3168630599975586
188,90,0.3168630599975586
189,92,0.31786298751831055
190,89,0.31786298751831055
191,90,0.3188643455505371
192,90,0.31986331939697266
193,94,0.31986331939697266
194,-63,0.32123708724975586
195,85,0.32123708724975586
196,92,0.322235107421875
197,81,0.322235107421875
198,88,0.32323551177978516
199,94,0.3243119716644287
200,90,0.32530975341796875
201,86,0.32530975341796875
202,92,0.3263084888458252
203,92,0.32730889320373535
204,85,0.3283116817474365
205,79,0.3308868408203125
206,90,0.33342671394348145
207,-53,0.3354458808898926
208,90,0.33696651458740234
209,-57,0.33898329734802246
210,94,0.339979887008667
211,82,0.3414943218231201
212,86,0.3445260524749756
213,67,0.3465282917022705
214,82,0.34753990173339844
215,94,0.37105298042297363
216,90,0.3730607032775879
217,94,0.3752927780151367
218,90,0.37629270553588867
219,92,0.37780332565307617
220,92,0.37981629371643066
221,92,0.3828318119049072
222,90,0.38637852668762207
223,92,0.3883795738220215
224,94,0.38989925384521484
225,94,0.3915135860443115
226,89,0.3925304412841797
227,92,0.39460229873657227
228,92,0.39565038681030273
229,92,0.39661264419555664
230,94,0.3976113796234131
231,90,0.39861583709716797
232,94,0.40062522888183594
233,88,0.4016246795654297
234,86,0.40262341499328613
235,88,0.40413379669189453
236,-52,0.4056539535522461
237,92,0.40767598152160645
238,86,0.41020727157592773
239,92,0.41222310066223145
240,94,0.4132266044616699
241,86,0.4142146110534668
242,94,0.4167351722717285
243,84,0.4177365303039551
244,92,0.4177365303039551
245,86,0.4192934036254883
246,92,0.42023348808288574
247,92,0.4212357997894287
248,92,0.42223501205444336
249,94,0.42323732376098633
250,92,0.4242429733276367
251,81,0.42524051666259766
252,79,0.42734646797180176
253,90,0.42834949493408203
254,92,0.4293639659881592
255,94,0.43134570121765137
256,92,0.4358847141265869
257,94,0.43740129470825195
258,90,0.4394192695617676
259,90,0.44141101837158203
260,94,0.4424607753753662
261,82,0.44684648513793945
262,90,0.4498922824859619
263,88,0.4520406723022461
264,90,0.4539072513580322
265,89,0.46059346199035645
266,84,0.4615929126739502
267,92,0.4631075859069824
268,92,0.46568727493286133
269,90,0.46668314933776855
270,94,0.4677269458770752
271,84,0.4692401885986328
272,88,0.4704258441925049
273,92,0.4714381694793701
274,92,0.473433256149292
275,92,0.4744398593902588
276,90,0.47596192359924316
277,-53,0.4769752025604248
278,90,0.4769752025604248
279,94,0.4769752025604248
280,94,0.4784877300262451
281,88,0.48125576972961426
282,88,0.4842829704284668
283,92,0.48932957649230957
284,88,0.4938840866088867
285,92,0.4968881607055664
286,94,0.4983968734741211
287,92,0.5020453929901123
288,87,0.5040798187255859
289,94,0.507584810256958
290,86,0.5101187229156494
291,94,0.5126478672027588
292,-53,0.514660120010376
293,88,0.5166611671447754
294,92,0.5181734561920166
295,94,0.5201878547668457
296,92,0.5227127075195312
297,90,0.523773193359375
298,90,0.5247843265533447
299,92,0.5247843265533447
