episode,total_reward,elapsed_time
0,-78,0.0
1,-155,0.0010700225830078125
2,-82,0.002009868621826172
3,-53,0.0035185813903808594
4,-69,0.004528999328613281
5,-64,0.005553007125854492
6,-63,0.006535768508911133
7,-92,0.00804591178894043
8,-68,0.009555578231811523
9,-91,0.011606454849243164
10,-75,0.01257944107055664
11,-113,0.01257944107055664
12,-102,0.014094352722167969
13,-88,0.016118764877319336
14,-63,0.017118453979492188
15,-54,0.017118453979492188
16,-103,0.018116474151611328
17,-87,0.019105911254882812
18,-55,0.020621776580810547
19,-58,0.020621776580810547
20,-63,0.03298044204711914
21,-80,0.03398323059082031
22,-132,0.035501718521118164
23,-128,0.03751397132873535
24,-74,0.03801918029785156
25,-59,0.03801918029785156
26,-84,0.03903985023498535
27,-68,0.040039777755737305
28,-130,0.04156184196472168
29,-53,0.04156184196472168
30,-78,0.04257702827453613
31,-59,0.04358267784118652
32,-72,0.04458141326904297
33,-64,0.046095848083496094
34,-76,0.04712867736816406
35,-189,0.049137115478515625
36,-172,0.05013728141784668
37,-76,0.05113697052001953
38,-72,0.05213809013366699
39,-69,0.05314898490905762
40,-75,0.054146528244018555
41,-69,0.05514979362487793
42,-56,0.05699586868286133
43,-106,0.05901765823364258
44,-91,0.0610198974609375
45,-135,0.06342530250549316
46,-67,0.0640413761138916
47,-165,0.06756782531738281
48,84,0.06909012794494629
49,-57,0.0700986385345459
50,-67,0.07112598419189453
51,68,0.07112598419189453
52,80,0.07263493537902832
53,-87,0.07364726066589355
54,-84,0.07464385032653809
55,-147,0.07564830780029297
56,48,0.07666277885437012
57,79,0.07818460464477539
58,-53,0.07919669151306152
59,-75,0.08019638061523438
60,80,0.08119678497314453
61,78,0.08219718933105469
62,-54,0.0844273567199707
63,51,0.08594083786010742
64,-80,0.08914804458618164
65,-54,0.09121918678283691
66,-58,0.09574222564697266
67,71,0.09812617301940918
68,-99,0.10066032409667969
69,-65,0.1026754379272461
70,75,0.10467720031738281
71,-59,0.10576653480529785
72,-82,0.10668730735778809
73,-61,0.10768008232116699
74,94,0.10868120193481445
75,-76,0.11031317710876465
76,57,0.11133933067321777
77,37,0.11232399940490723
78,-76,0.11333966255187988
79,55,0.11433553695678711
80,60,0.11433553695678711
81,81,0.11533737182617188
82,-72,0.11633849143981934
83,-80,0.11732864379882812
84,-57,0.11732864379882812
85,96,0.11833834648132324
86,-70,0.11932826042175293
87,84,0.12083864212036133
88,89,0.12285017967224121
89,96,0.12285017967224121
90,92,0.12436223030090332
91,-64,0.1255629062652588
92,-56,0.12709927558898926
93,80,0.12813138961791992
94,-56,0.12813138961791992
95,-53,0.12913203239440918
96,80,0.12913203239440918
97,84,0.13013148307800293
98,87,0.13013148307800293
