round,average_global_reward,elapsed_time
213,95.0,1.5148594379425049
214,95.0,1.520110845565796
215,95.0,1.5261523723602295
216,95.0,1.530689001083374
217,95.0,1.5362749099731445
218,95.0,1.541447639465332
219,95.0,1.5477514266967773
220,95.0,1.552260398864746
221,95.0,1.5587232112884521
222,95.0,1.563723087310791
223,95.0,1.5695974826812744
224,95.0,1.5750267505645752
225,95.0,1.5815603733062744
226,95.0,1.5870857238769531
227,95.0,1.5916099548339844
228,95.0,1.5991425514221191
229,95.0,1.6037445068359375
230,95.0,1.6115984916687012
231,95.0,1.6169586181640625
232,95.0,1.6215169429779053
233,95.0,1.6260101795196533
234,95.0,1.6315231323242188
235,95.0,1.6374285221099854
236,95.0,1.6429340839385986
237,95.0,1.6489434242248535
238,95.0,1.6535205841064453
239,95.0,1.6595196723937988
240,95.0,1.665090560913086
241,95.0,1.6701014041900635
242,95.0,1.6752164363861084
243,95.0,1.6797547340393066
244,95.0,1.6868135929107666
245,95.0,1.6943621635437012
246,95.0,1.6989920139312744
247,95.0,1.7040808200836182
248,95.0,1.7132420539855957
249,95.0,1.7178308963775635
250,95.0,1.723830223083496
251,95.0,1.7283849716186523
252,95.0,1.7338848114013672
253,95.0,1.7404193878173828
254,95.0,1.7475106716156006
255,95.0,1.7517645359039307
256,95.0,1.7572801113128662
257,95.0,1.7628040313720703
258,95.0,1.7673466205596924
259,95.0,1.771860122680664
260,95.0,1.778108835220337
261,95.0,1.783134937286377
262,95.0,1.789663553237915
263,95.0,1.7956948280334473
264,95.0,1.8012292385101318
265,95.0,1.8058140277862549
266,95.0,1.8123562335968018
267,95.0,1.8184435367584229
268,95.0,1.8238866329193115
269,95.0,1.8284127712249756
270,95.0,1.8371777534484863
271,95.0,1.8421413898468018
272,95.0,1.8486506938934326
273,95.0,1.854182243347168
274,95.0,1.859281301498413
275,95.0,1.863806962966919
276,95.0,1.868739128112793
277,95.0,1.8742988109588623
278,95.0,1.8807828426361084
279,95.0,1.8872804641723633
280,95.0,1.892608880996704
281,95.0,1.8975830078125
282,95.0,1.9021522998809814
283,95.0,1.906677007675171
284,95.0,1.9131956100463867
285,95.0,1.917720079421997
286,95.0,1.9228081703186035
287,95.0,1.927436113357544
288,95.0,1.9319076538085938
289,95.0,1.9386394023895264
290,95.0,1.9437029361724854
291,95.0,1.948814868927002
292,95.0,1.9533560276031494
293,95.0,1.9586615562438965
294,95.0,1.962904691696167
295,95.0,1.9680852890014648
296,95.0,1.9748899936676025
297,95.0,1.978766918182373
298,95.0,1.9844303131103516
299,95.0,1.9894256591796875
