round,average_global_reward,elapsed_time
0,100.0,0.004012107849121094
1,100.0,0.010059356689453125
2,100.0,0.015143632888793945
3,100.0,0.019198179244995117
4,100.0,0.02725529670715332
5,100.0,0.033374786376953125
6,100.0,0.036374568939208984
7,100.0,0.04090595245361328
8,100.0,0.047492265701293945
9,100.0,0.05418539047241211
10,100.0,0.060207366943359375
11,100.0,0.0657496452331543
12,100.0,0.07230067253112793
13,100.0,0.07700419425964355
14,100.0,0.08155560493469238
15,100.0,0.08661174774169922
16,100.0,0.09421181678771973
17,100.0,0.09831357002258301
18,100.0,0.10285019874572754
19,100.0,0.10737991333007812
20,100.0,0.11389875411987305
21,100.0,0.123992919921875
22,100.0,0.12852144241333008
23,100.0,0.13253569602966309
24,100.0,0.14311528205871582
25,100.0,0.15119481086730957
26,100.0,0.15618681907653809
27,100.0,0.16297173500061035
28,100.0,0.16936898231506348
29,100.0,0.17662620544433594
30,100.0,0.18062114715576172
31,100.0,0.18892931938171387
32,100.0,0.19701743125915527
33,100.0,0.20352697372436523
34,100.0,0.20957732200622559
35,100.0,0.21412062644958496
36,100.0,0.21919560432434082
37,100.0,0.222214937210083
38,100.0,0.22572970390319824
39,100.0,0.22980093955993652
40,100.0,0.23281025886535645
41,100.0,0.23784756660461426
42,100.0,0.2413933277130127
43,100.0,0.24609851837158203
44,100.0,0.25009894371032715
45,100.0,0.2556021213531494
46,100.0,0.2581608295440674
47,100.0,0.2616753578186035
48,100.0,0.2646968364715576
49,100.0,0.26976466178894043
50,100.0,0.2732853889465332
51,100.0,0.27678513526916504
52,100.0,0.28032493591308594
53,100.0,0.28386807441711426
54,100.0,0.2869894504547119
55,100.0,0.29050207138061523
56,100.0,0.2945232391357422
57,100.0,0.29803895950317383
58,100.0,0.3010561466217041
59,100.0,0.30362391471862793
60,100.0,0.3056144714355469
61,100.0,0.3085925579071045
62,100.0,0.310107946395874
63,100.0,0.31261539459228516
64,100.0,0.31716012954711914
65,100.0,0.3213162422180176
66,100.0,0.3258097171783447
67,100.0,0.3283271789550781
68,100.0,0.33032798767089844
69,100.0,0.33347606658935547
70,100.0,0.3354971408843994
71,100.0,0.33748912811279297
72,100.0,0.3394768238067627
73,100.0,0.34299468994140625
74,100.0,0.3459939956665039
75,100.0,0.34792518615722656
76,100.0,0.3514745235443115
77,100.0,0.35399961471557617
78,100.0,0.3569915294647217
79,100.0,0.35918331146240234
80,100.0,0.3632652759552002
81,100.0,0.3662681579589844
82,100.0,0.3703300952911377
83,100.0,0.37283849716186523
84,100.0,0.37485790252685547
85,100.0,0.37935853004455566
86,100.0,0.38276052474975586
87,100.0,0.38527941703796387
88,100.0,0.38881921768188477
89,100.0,0.39432263374328613
90,100.0,0.3973424434661865
91,100.0,0.39887547492980957
92,100.0,0.40247440338134766
93,100.0,0.4060039520263672
94,100.0,0.4080054759979248
95,100.0,0.41199159622192383
96,100.0,0.41348695755004883
97,100.0,0.4165079593658447
98,100.0,0.41953468322753906
99,100.0,0.42151856422424316
100,100.0,0.4250180721282959
101,100.0,0.42601966857910156
102,100.0,0.428910493850708
103,100.0,0.4309098720550537
104,100.0,0.43242716789245605
105,100.0,0.4344444274902344
106,100.0,0.4369771480560303
107,100.0,0.4390103816986084
108,100.0,0.44296884536743164
109,100.0,0.4460108280181885
110,100.0,0.44855213165283203
111,100.0,0.451566219329834
112,100.0,0.4546985626220703
113,100.0,0.45668530464172363
114,100.0,0.4581930637359619
115,100.0,0.46020960807800293
116,100.0,0.46220827102661133
117,100.0,0.463209867477417
118,100.0,0.46521830558776855
119,100.0,0.4687619209289551
120,100.0,0.47029876708984375
121,100.0,0.4742765426635742
122,100.0,0.4767911434173584
123,100.0,0.47932004928588867
124,100.0,0.4829366207122803
125,100.0,0.48590993881225586
126,100.0,0.4874286651611328
127,100.0,0.49201154708862305
128,100.0,0.4940054416656494
129,100.0,0.4955155849456787
130,100.0,0.49752259254455566
131,100.0,0.49953484535217285
132,100.0,0.5010614395141602
133,100.0,0.5040841102600098
134,100.0,0.5060796737670898
135,100.0,0.5090875625610352
136,100.0,0.511695384979248
137,100.0,0.5142645835876465
138,100.0,0.516345739364624
139,100.0,0.5198743343353271
140,100.0,0.5208749771118164
141,100.0,0.5223941802978516
142,100.0,0.5249621868133545
143,100.0,0.5269737243652344
144,100.0,0.5285050868988037
