round,average_global_reward,elapsed_time
0,91.0,0.017125368118286133
1,91.0,0.034391164779663086
2,95.0,0.051163673400878906
3,95.0,0.06723403930664062
4,95.0,0.09263396263122559
5,95.0,0.13138556480407715
6,95.0,0.15023374557495117
7,95.0,0.17197227478027344
8,95.0,0.18723034858703613
9,95.0,0.20425772666931152
10,95.0,0.36032772064208984
11,95.0,0.37465810775756836
12,95.0,0.39091038703918457
13,95.0,0.4055166244506836
14,95.0,0.4215097427368164
15,95.0,0.4339282512664795
16,95.0,0.47542572021484375
17,95.0,0.4985058307647705
18,95.0,0.5251588821411133
19,95.0,0.5387964248657227
20,95.0,0.553276777267456
21,95.0,0.5778875350952148
22,95.0,0.5945961475372314
23,95.0,0.6089940071105957
24,95.0,0.6233296394348145
25,95.0,0.6393148899078369
26,95.0,0.6551823616027832
27,95.0,0.6724474430084229
28,95.0,0.6835033893585205
29,95.0,0.6978621482849121
30,95.0,0.712512731552124
31,95.0,0.7272820472717285
32,95.0,0.7389082908630371
33,95.0,0.7524905204772949
34,95.0,0.7716140747070312
35,95.0,0.7852778434753418
36,95.0,0.7984316349029541
37,95.0,0.8117144107818604
38,95.0,0.8265643119812012
39,95.0,0.8386688232421875
40,95.0,0.8556830883026123
41,95.0,0.8664040565490723
42,95.0,0.8778715133666992
43,95.0,0.8892025947570801
44,95.0,0.9005365371704102
45,95.0,0.9098103046417236
46,95.0,0.9211747646331787
47,95.0,0.9339566230773926
48,95.0,0.9437930583953857
49,95.0,0.9539501667022705
50,95.0,0.9660115242004395
51,95.0,0.9780845642089844
52,95.0,0.9908804893493652
53,95.0,1.0009853839874268
54,95.0,1.0116643905639648
55,95.0,1.0226130485534668
56,95.0,1.0372848510742188
57,95.0,1.048668622970581
58,95.0,1.0618188381195068
59,95.0,1.071338415145874
60,95.0,1.0830159187316895
61,95.0,1.0974621772766113
62,95.0,1.1072452068328857
63,95.0,1.116079330444336
64,95.0,1.1266577243804932
65,95.0,1.1352877616882324
66,95.0,1.1458711624145508
67,95.0,1.1550726890563965
68,95.0,1.1629436016082764
